latitud,longitud,area_construida,area_total,dormitorios,banos,estacionamiento,bodega,piscina,quincho,precio_uf,comuna,distancia_a_estacion_cercana,estacion_cercana,metro
-33.4982951,-70.6242362,112.0,347.0,3,1,No,No,No,No,2153.5,SAN JOAQUIN,831.6017391,San Joaquin,Si
-33.41311,-70.53843,40.0,180.0,2,1,Si,Si,Si,Si,3769.88,LAS CONDES,830.2492698,Los Dominicos,Si
-33.45,-70.55,71.0,260.0,3,1,Si,Si,Si,Si,7600.0,LA REINA,827.7727828,Fernando Castillo Velasco,Si
-33.61655813,-70.58031897,70.0,184.0,3,2,Si,Si,Si,Si,1077.105,PUENTE ALTO,826.4706705,Plaza Puente Alto,Si
-33.4813252,-70.6127299,105.0,191.0,4,2,Si,Si,Si,Si,6650.0,MACUL,825.5773231,Carlos Valdovinos,Si
-33.4594592,-70.5651453,79.0,295.0,4,2,No,No,No,No,3442.37,LA REINA,824.784957,Plaza Egana,Si
-33.4131011,-70.53850068,40.0,200.0,2,1,,Si,Si,Si,3769.88,LAS CONDES,824.2043229,Los Dominicos,Si
-33.449003,-70.709201,86.0,254.0,4,2,No,No,No,No,1900.0,LO PRADO,823.3382355,Blanqueado,Si
-33.4841961,-70.6578884,133.0,373.0,4,2,Si,Si,Si,Si,9424.69,SAN MIGUEL,820.2333191,San Miguel,Si
-33.4309444,-70.57339847,98.0,128.0,5,2,Si,Si,Si,Si,7500.0,LAS CONDES,819.6642579,Principe de Gales,Si
-33.40080152,-70.5595226,120.0,250.0,3,2,Si,Si,Si,Si,10367.16,LAS CONDES,816.2620488,Hernando de Magallanes,Si
-33.5324336,-70.6559986,145.0,280.0,5,2,Si,Si,Si,Si,7000.0,LA CISTERNA,815.9858511,El Parron,Si
-33.4650551,-70.7132855,100.0,200.0,4,2,Si,Si,Si,Si,3750.0,ESTACION CENTRAL,812.0468549,Pajaritos,Si
-33.4650551,-70.7132855,100.0,200.0,4,2,Si,Si,Si,Si,3750.0,ESTACION CENTRAL,812.0468549,Pajaritos,Si
-33.45730535,-70.62110775,,330.0,4,3,Si,Si,Si,Si,14800.0,NUNOA,810.1817912,Monsenor Eyzaguirre,Si
-33.3994676,-70.6504277,93.0,160.0,3,2,Si,Si,Si,Si,4039.15,RECOLETA,807.5387362,Dorsal,Si
-33.5491748,-70.615727,108.54,146.0,5,2,Si,Si,Si,Si,3365.96,LA GRANJA,807.2937906,La Granja,Si
-33.5621245,-70.5772479,86.0,496.0,3,1,Si,Si,Si,Si,5789.45,LA FLORIDA,806.3712933,Los Quillayes,Si
-33.444359,-70.557734,131.0,384.0,4,3,Si,Si,Si,Si,12750.0,LA REINA,806.0077729,Fernando Castillo Velasco,Si
-33.434127,-70.697866,147.0,347.0,4,2,No,No,No,No,3124.22,QUINTA NORMAL,805.7863799,Gruta de Lourdes,Si
-33.457171,-70.62252,,234.0,3,2,Si,Si,Si,Si,7990.0,NUNOA,803.4499736,Irarrazaval,Si
-33.5566096,-70.5940039,83.0,100.0,3,1,,Si,Si,Si,3689.09,LA FLORIDA,803.2259058,San Jose de la Estrella,Si
-33.5566096,-70.5940039,83.0,100.0,3,1,Si,Si,Si,Si,4227.65,LA FLORIDA,803.2259058,San Jose de la Estrella,Si
-33.4871332,-70.739091,124.0,160.0,4,3,Si,Si,Si,Si,3049.2,MAIPU,801.3796943,Monte Tabor,Si
-33.4872689,-70.5882995,105.0,328.0,3,1,Si,Si,Si,Si,7600.0,MACUL,799.3225998,Quilin,Si
-33.4637728,-70.7101967,,110.0,1,1,Si,Si,Si,Si,2288.85,ESTACION CENTRAL,795.3683243,Las Rejas,Si
-33.4619156,-70.5931249,193.0,338.0,5,2,Si,Si,Si,Si,11525.05,NUNOA,794.9794574,Chile Espana,Si
-33.4024918,-70.6757014,115.0,180.0,3,1,Si,Si,Si,Si,3500.6,INDEPENDENCIA,792.409374,Conchali,Si
-33.509864,-70.620078,109.0,309.0,4,2,No,No,No,No,2319.72,SAN JOAQUIN,791.8863681,Pedrero,Si
-33.4809556,-70.6723536,120.0,220.0,3,1,Si,Si,Si,Si,3770.0,PEDRO AGUIRRE CERDA,790.2061144,Pesidente Pedro Aguirre Cerda,Si
-33.40248919,-70.67563891,115.0,180.0,3,1,Si,Si,Si,Si,3500.6,INDEPENDENCIA,787.469733,Conchali,Si
-33.358459,-70.687132,73.0,212.0,3,1,No,No,No,No,2001.2,HUECHURABA,785.3605669,Los Libertadores,Si
-33.445616,-70.614863,213.0,263.0,5,4,Si,Si,Si,Si,14490.0,PROVIDENCIA,784.8590319,Monsenor Eyzaguirre,Si
-33.4766783,-70.634331,84.0,189.0,5,2,Si,Si,Si,Si,3365.96,SAN JOAQUIN,784.2793284,Bio Bio,Si
-33.4521119,-70.7304856,148.0,209.0,1,1,Si,Si,Si,Si,4981.62,LO PRADO,783.0920314,Neptuno,Si
-33.5176,-70.666709,,415.0,4,2,No,No,No,No,2575.14,LA CISTERNA,782.4556793,Lo Ovalle,Si
-33.4825173,-70.7372286,75.0,80.0,2,1,Si,Si,Si,Si,1683.0,MAIPU,782.4547096,Las Parcelas,Si
-33.5920077,-70.5724094,56.0,74.0,2,1,Si,Si,Si,Si,1009.79,PUENTE ALTO,780.6260645,Protectora de la Infancia,Si
-33.414564,-70.55156945,90.0,300.0,3,2,Si,Si,Si,Si,12500.0,LAS CONDES,780.449492,Hernando de Magallanes,Si
-33.414564,-70.55156945,90.0,300.0,3,2,Si,Si,Si,Si,12500.0,LAS CONDES,780.449492,Hernando de Magallanes,Si
-33.4479133,-70.5841983,,200.0,4,3,Si,Si,Si,Si,10990.0,NUNOA,779.0375484,Villa Frei,Si
-33.4148709,-70.5520597,101.0,273.0,4,2,Si,Si,Si,Si,10600.0,LAS CONDES,779.0212892,Hernando de Magallanes,Si
-33.4794215,-70.733459,111.0,186.0,3,2,Si,Si,Si,Si,3088.8,MAIPU,778.4969059,Las Parcelas,Si
-33.5388254,-70.672042,80.0,200.0,3,1,Si,Si,Si,Si,4443.07,LA CISTERNA,778.0809197,La Cisterna,Si
-33.5388254,-70.672042,80.0,200.0,3,1,Si,Si,Si,Si,4443.07,LA CISTERNA,778.0809197,La Cisterna,Si
-33.5388254,-70.672042,80.0,200.0,3,1,Si,Si,Si,Si,4448.22,LA CISTERNA,778.0809197,La Cisterna,Si
-33.49599,-70.6452745,152.0,320.0,4,3,Si,Si,Si,Si,5385.54,SAN MIGUEL,777.8910608,Lo Vial,Si
-33.4333943,-70.707354,90.0,500.0,5,1,Si,Si,Si,Si,4846.98,QUINTA NORMAL,774.2587816,Blanqueado,Si
-33.4333943,-70.707354,90.0,500.0,5,1,Si,Si,Si,Si,4846.98,QUINTA NORMAL,774.2587816,Blanqueado,Si
-33.52366,-70.607313,,450.0,4,3,No,No,No,No,3737.3,LA FLORIDA,772.367296,Santa Julia,Si
-33.4145453,-70.5517435,83.0,286.0,4,2,Si,Si,Si,Si,9899.0,LAS CONDES,768.9111596,Hernando de Magallanes,Si
-33.40121007,-70.55926165,120.0,250.0,3,2,Si,Si,Si,Si,10367.16,LAS CONDES,768.2681329,Hernando de Magallanes,Si
-33.4453204,-70.5643824,140.0,200.0,4,4,Si,Si,Si,Si,11299.0,LA REINA,766.6492204,Simon Bolivar,Si
-33.4453204,-70.5643824,140.0,200.0,4,4,Si,Si,Si,Si,11299.0,LA REINA,766.6492204,Simon Bolivar,Si
-33.4901232,-70.6586473,117.0,262.0,4,2,,Si,Si,Si,5509.0,SAN MIGUEL,766.2414471,San Miguel,Si
-33.49425,-70.576054,132.0,169.0,4,3,Si,Si,Si,Si,8000.0,PENALOLEN,763.8941353,Quilin,Si
-33.4954351,-70.5789578,159.0,330.0,4,3,No,No,No,No,3875.66,PENALOLEN,763.7921618,Quilin,Si
-33.435812,-70.7147579,95.0,200.0,3,2,Si,Si,Si,Si,5116.26,QUINTA NORMAL,763.4992797,Lo Prado,Si
-33.5173102,-70.7548939,93.0,200.0,3,1,Si,Si,Si,Si,2402.037,MAIPU,762.4972279,Plaza de Maipu,Si
-33.408335,-70.6537099,114.0,227.0,3,1,Si,Si,Si,Si,6446.0,INDEPENDENCIA,760.6698443,Plaza Chacabuco,Si
-33.4571185,-70.6206447,189.0,240.0,4,2,Si,Si,Si,Si,7674.39,NUNOA,760.6125186,Monsenor Eyzaguirre,Si
-33.4571185,-70.6206447,189.0,240.0,5,2,Si,Si,Si,Si,7674.39,NUNOA,760.6125186,Monsenor Eyzaguirre,Si
-33.4632505,-70.7454473,46.0,96.0,2,1,Si,Si,Si,Si,2266.0,PUDAHUEL,759.506995,Laguna Sur,Si
-33.5106341,-70.6640976,65.0,116.0,3,2,Si,Si,Si,Si,4173.79,SAN MIGUEL,758.2887878,Cuidad del Nino,Si
-33.5106341,-70.6640976,65.0,116.0,3,2,Si,Si,Si,Si,4173.79,SAN MIGUEL,758.2887878,Cuidad del Nino,Si
-33.5106341,-70.6640976,65.0,116.0,3,2,Si,Si,Si,Si,4178.63,SAN MIGUEL,758.2887878,Cuidad del Nino,Si
-33.41313,-70.55037,100.0,250.0,3,1,,Si,Si,Si,9500.0,LAS CONDES,755.6232527,Hernando de Magallanes,Si
-33.41313,-70.55037,100.0,250.0,3,1,Si,Si,Si,Si,9500.0,LAS CONDES,755.6232527,Hernando de Magallanes,Si
-33.43989,-70.565595,132.0,190.0,3,2,Si,Si,Si,Si,12500.0,LA REINA,755.3725703,Principe de Gales,Si
-33.44758,-70.63798,70.0,101.0,4,2,Si,Si,Si,Si,5930.96,SANTIAGO,754.6914933,Santa Isabel,Si
-33.524963,-70.654213,150.0,450.0,3,2,Si,Si,Si,Si,8000.0,LA CISTERNA,754.5206293,El Parron,Si
-33.4442482,-70.6022176,230.0,528.0,3,4,Si,Si,Si,Si,14500.0,PROVIDENCIA,752.158373,Ines de Suarez,Si
-33.4698526,-70.6057249,68.63,71.44,2,1,Si,Si,Si,Si,2665.84,NUNOA,750.2299752,Estadio Nacional,Si
-33.4675053,-70.5682998,57.0,270.0,3,2,Si,Si,Si,Si,3639.45,PENALOLEN,748.7018694,Los Orientales,Si
-33.52878,-70.58963,97.0,144.0,4,2,Si,Si,Si,Si,3790.0,LA FLORIDA,748.5232929,Vicente Valdes,Si
-33.4617099,-70.5821124,98.0,215.0,4,2,Si,Si,Si,Si,7674.39,NUNOA,746.3119453,Villa Frei,Si
-33.4617099,-70.5821124,98.0,215.0,4,2,Si,Si,Si,Si,7674.39,NUNOA,746.3119453,Villa Frei,Si
-33.4617099,-70.5821124,98.0,215.0,4,2,Si,Si,Si,Si,7674.39,NUNOA,746.3119453,Villa Frei,Si
-33.4617099,-70.5821124,98.0,215.0,4,2,Si,Si,Si,Si,7683.29,NUNOA,746.3119453,Villa Frei,Si
-33.4160729,-70.6632013,130.0,216.0,4,2,Si,Si,Si,Si,4846.98,INDEPENDENCIA,746.0796425,Hospitales,Si
-33.4555992,-70.6222603,129.0,313.0,3,2,Si,Si,Si,Si,13200.0,NUNOA,744.7948035,Irarrazaval,Si
-33.549184,-70.595002,74.0,199.0,3,1,No,No,No,No,1870.000003,LA FLORIDA,744.3053473,Trinidad,Si
-33.538864,-70.671654,65.0,209.0,3,1,Si,Si,Si,Si,4390.0,LA CISTERNA,740.7580239,La Cisterna,Si
-33.401672,-70.548887,200.0,200.0,5,4,Si,Si,Si,Si,12990.0,LAS CONDES,739.2280568,Los Dominicos,Si
-33.460107,-70.6868794,92.0,75.0,3,1,Si,Si,Si,Si,2580.0,ESTACION CENTRAL,738.5290323,Universidad de Santiago,Si
-33.4825816,-70.6570674,130.0,130.0,4,2,Si,Si,Si,Si,6731.92,SAN MIGUEL,736.835133,El Llano,Si
-33.4155003,-70.5551154,80.0,177.0,3,2,Si,Si,Si,Si,9475.0,LAS CONDES,735.1032461,Hernando de Magallanes,Si
-33.458253,-70.619509,111.0,231.0,3,2,No,No,No,No,6300.0,NUNOA,733.0482726,Monsenor Eyzaguirre,Si
-33.57545797,-70.57504634,82.0,132.0,2,1,Si,Si,Si,Si,1346.385,PUENTE ALTO,732.7912919,Hospital Sotero del Rio,Si
-33.517015,-70.754969,93.0,200.0,3,1,Si,Si,Si,Si,2399.2584,MAIPU,732.0515009,Plaza de Maipu,Si
-33.5087206,-70.6003361,60.0,80.0,3,1,Si,Si,Si,Si,2423.49,MACUL,730.0135353,Mirador,Si
-33.5087206,-70.6003361,60.0,80.0,3,1,Si,Si,Si,Si,2423.49,MACUL,730.0135353,Mirador,Si
-33.5433121,-70.5815107,97.0,115.0,3,2,Si,Si,Si,Si,3419.82,LA FLORIDA,727.9196611,Trinidad,Si
-33.5772639,-70.5749702,55.0,120.0,3,1,Si,Si,Si,Si,1144.425,PUENTE ALTO,725.8852475,Hospital Sotero del Rio,Si
-33.53819588,-70.60747043,109.0,162.0,3,2,Si,Si,Si,Si,3365.96,LA FLORIDA,724.8560537,Santa Julia,Si
-33.4481294,-70.6010199,70.0,160.0,3,1,Si,Si,Si,Si,6800.0,NUNOA,721.6072905,Nunoa,Si
-33.5988527,-70.5708011,70.0,167.0,3,2,Si,Si,Si,Si,1750.0,PUENTE ALTO,718.4621667,Las Mercedes,Si
-33.40116529,-70.55744848,120.0,250.0,3,2,Si,Si,Si,Si,10367.16,LAS CONDES,717.7426264,Hernando de Magallanes,Si
-33.43867674,-70.58269154,108.0,106.0,4,2,Si,Si,Si,Si,9693.97,NUNOA,717.1713617,Francisco Bilbao,Si
-33.4600516,-70.5846521,180.0,324.0,4,2,Si,Si,Si,Si,10164.0,NUNOA,716.8460907,Villa Frei,Si
-33.4937367,-70.7468462,70.0,110.0,5,2,Si,Si,Si,Si,2310.0,MAIPU,716.606127,Del Sol,Si
-33.4638632,-70.7129073,82.0,160.0,4,2,Si,Si,Si,Si,3710.0,ESTACION CENTRAL,716.098786,Pajaritos,Si
-33.4638632,-70.7129073,82.0,160.0,4,2,Si,Si,Si,Si,3710.0,ESTACION CENTRAL,716.098786,Pajaritos,Si
-33.42555146,-70.58139085,117.0,342.0,3,3,No,No,No,No,5365.180148,LAS CONDES,711.0554263,Francisco Bilbao,Si
-33.5613467,-70.5782242,86.0,496.0,3,1,Si,Si,Si,Si,5789.45,LA FLORIDA,705.3926831,Los Quillayes,Si
-33.4481026,-70.6013846,,174.0,2,1,Si,Si,Si,Si,8700.0,NUNOA,704.6019168,Nunoa,Si
-33.44713637,-70.63905619,114.0,80.0,3,2,Si,Si,Si,Si,5000.0,SANTIAGO,704.1083943,Universidad Catolica,Si
-33.4623878,-70.7110303,,116.0,3,1,Si,Si,Si,Si,2490.0,ESTACION CENTRAL,702.9777644,Pajaritos,Si
-33.4623878,-70.7110303,59.0,116.0,3,1,Si,Si,Si,Si,2580.0,ESTACION CENTRAL,702.9777644,Pajaritos,Si
-33.4155887,-70.5688499,105.0,179.0,3,2,Si,Si,Si,Si,11500.0,LAS CONDES,700.6861501,Manquehue,Si
-33.5093155,-70.6192534,94.0,336.0,3,1,Si,Si,Si,Si,7001.2,SAN JOAQUIN,699.9204927,Pedrero,Si
-33.55584,-70.59318,92.18,180.0,4,2,Si,Si,Si,Si,4500.0,LA FLORIDA,699.1561557,San Jose de la Estrella,Si
-33.4642103,-70.6502872,196.0,240.0,4,2,Si,Si,Si,Si,4577.71,SANTIAGO,697.3029322,Parque O'higgins,Si
-33.4359778,-70.6975395,374.0,560.0,1,1,Si,Si,Si,Si,10905.71,QUINTA NORMAL,697.2977763,Gruta de Lourdes,Si
-33.4359778,-70.6975395,374.0,560.0,1,1,Si,Si,Si,Si,10905.71,QUINTA NORMAL,697.2977763,Gruta de Lourdes,Si
-33.4359778,-70.6975395,374.0,560.0,1,1,Si,Si,Si,Si,10905.71,QUINTA NORMAL,697.2977763,Gruta de Lourdes,Si
-33.43770048,-70.62141351,142.6,141.9,3,3,Si,Si,Si,Si,10000.0,PROVIDENCIA,687.597341,Salvador,Si
-33.493911,-70.576956,132.0,169.0,4,3,Si,Si,Si,Si,8000.0,PENALOLEN,687.5481801,Quilin,Si
-33.594001,-70.585183,75.0,219.0,3,3,No,No,No,No,3434.28,PUENTE ALTO,682.3443192,Protectora de la Infancia,Si
-33.439836,-70.56633,132.0,190.0,3,2,Si,Si,Si,Si,12450.0,LA REINA,681.7034619,Principe de Gales,Si
-33.6097226,-70.5690953,41.0,113.0,2,1,No,No,No,No,647.8,PUENTE ALTO,680.6322359,Plaza Puente Alto,Si
-33.54221,-70.59601,90.0,90.0,2,1,Si,Si,Si,Si,3500.6,LA FLORIDA,680.5207491,Rojas Magallanes,Si
-33.54221,-70.59601,90.0,90.0,2,1,Si,Si,Si,Si,3500.6,LA FLORIDA,680.5207491,Rojas Magallanes,Si
-33.594635,-70.584536,90.0,220.0,3,2,No,No,No,No,1926.24,PUENTE ALTO,677.7877249,Protectora de la Infancia,Si
-33.6009314,-70.5841934,93.0,167.0,3,2,Si,Si,Si,Si,2356.17,PUENTE ALTO,677.4043439,Las Mercedes,Si
-33.4632751,-70.7126195,200.0,200.0,4,2,Si,Si,Si,Si,3769.88,ESTACION CENTRAL,677.250762,Pajaritos,Si
-33.4632751,-70.7126195,200.0,200.0,4,2,Si,Si,Si,Si,3769.88,ESTACION CENTRAL,677.250762,Pajaritos,Si
-33.4632751,-70.7126195,200.0,200.0,4,2,Si,Si,Si,Si,3774.25,ESTACION CENTRAL,677.250762,Pajaritos,Si
-33.44456891,-70.62418634,,351.0,4,4,Si,Si,Si,Si,14500.0,PROVIDENCIA,674.6400795,Santa Isabel,Si
-33.3787827,-70.6896557,52.0,252.0,3,1,Si,Si,Si,Si,2827.41,CONCHALI,670.316091,Cardenal Caro,Si
-33.54348,-70.66165,130.0,180.0,4,3,Si,Si,Si,Si,6150.0,LA CISTERNA,669.1816868,La Cisterna,Si
-33.431738,-70.692392,204.0,204.0,4,2,Si,Si,Si,Si,7539.75,QUINTA NORMAL,668.5698318,Gruta de Lourdes,Si
-33.4799903,-70.5853385,147.0,300.0,3,1,Si,Si,Si,Si,7800.0,MACUL,666.6800517,Los Presidentes,Si
-33.5247751,-70.6551737,142.0,360.0,5,2,,Si,Si,Si,6000.0,LA CISTERNA,665.376673,El Parron,Si
-33.5398866,-70.5856824,123.0,150.0,4,2,Si,Si,Si,Si,4039.15,LA FLORIDA,662.9887052,Trinidad,Si
-33.5502922,-70.5932943,144.0,398.0,4,1,Si,Si,Si,Si,5112.0,LA FLORIDA,660.8822537,Trinidad,Si
-33.4619759,-70.7102216,90.0,150.0,4,2,Si,Si,Si,Si,3365.96,ESTACION CENTRAL,659.0659874,Las Rejas,Si
-33.4619759,-70.7102216,90.0,150.0,4,2,Si,Si,Si,Si,3365.96,ESTACION CENTRAL,659.0659874,Las Rejas,Si
-33.4619759,-70.7102216,90.0,150.0,4,2,Si,Si,Si,Si,3365.96,ESTACION CENTRAL,659.0659874,Las Rejas,Si
-33.3812651,-70.6741177,140.0,220.0,4,1,Si,Si,Si,Si,4039.15,CONCHALI,656.3442854,Vivaceta,Si
-33.464128,-70.64092,111.0,111.0,3,1,Si,Si,Si,Si,2000.0,SANTIAGO,655.0032137,Matta,Si
-33.41163467,-70.53961211,90.0,200.0,3,2,Si,Si,Si,Si,7980.0,LAS CONDES,646.7983315,Los Dominicos,Si
-33.47227,-70.66418,94.0,94.0,4,3,Si,Si,Si,Si,2423.49,SANTIAGO,642.9905287,Pesidente Pedro Aguirre Cerda,Si
-33.48692069,-70.57398457,130.0,235.0,3,3,Si,Si,Si,Si,9990.0,PENALOLEN,642.6912543,Quilin,Si
-33.48692069,-70.57398457,130.0,235.0,3,3,Si,Si,Si,Si,9990.0,PENALOLEN,642.6912543,Quilin,Si
-33.4580211,-70.5610515,137.0,293.0,3,3,Si,Si,Si,Si,9190.0,LA REINA,642.1139078,Fernando Castillo Velasco,Si
-33.4580211,-70.5610515,137.0,293.0,3,3,Si,Si,Si,Si,9190.0,LA REINA,642.1139078,Fernando Castillo Velasco,Si
-33.442998,-70.67445,44.0,143.44,3,3,Si,Si,Si,Si,5600.0,SANTIAGO,641.3434104,Quinta Normal,Si
-33.5406334,-70.5847551,68.0,215.0,2,1,Si,Si,Si,Si,4450.0,LA FLORIDA,640.9547376,Trinidad,Si
-33.5406334,-70.5847551,68.0,215.0,2,1,Si,Si,Si,Si,4500.0,LA FLORIDA,640.9547376,Trinidad,Si
-33.53607305,-70.6336995,104.0,120.0,4,2,Si,Si,Si,Si,2962.05,LA GRANJA,633.850107,Santa Rosa,Si
-33.53607305,-70.6336995,104.0,120.0,4,2,Si,Si,Si,Si,2962.05,LA GRANJA,633.850107,Santa Rosa,Si
-33.50261197,-70.64826828,122.0,350.0,3,1,Si,Si,Si,Si,7000.0,SAN MIGUEL,633.5267117,Departamental,Si
-33.5071299,-70.5841172,57.0,57.0,3,1,Si,Si,Si,Si,3365.96,PENALOLEN,632.3642356,Macul,Si
-33.5065797,-70.6621806,96.0,250.0,4,2,Si,Si,Si,Si,6700.0,SAN MIGUEL,629.8511606,Cuidad del Nino,Si
-33.47031,-70.64098,113.0,164.0,5,2,Si,Si,Si,Si,3096.68,SANTIAGO,627.3098278,Bio Bio,Si
-33.47031,-70.64098,113.0,164.0,5,2,Si,Si,Si,Si,3096.68,SANTIAGO,627.3098278,Bio Bio,Si
-33.47031,-70.64098,113.0,164.0,5,2,Si,Si,Si,Si,3500.6,SANTIAGO,627.3098278,Bio Bio,Si
-33.4492278,-70.6011146,125.0,186.0,3,2,Si,Si,Si,Si,9460.0,NUNOA,626.6995404,Nunoa,Si
-33.461247,-70.7104366,150.0,160.0,3,1,Si,Si,Si,Si,3904.51,ESTACION CENTRAL,625.9683855,Las Rejas,Si
-33.50001,-70.62218,120.0,214.0,3,1,Si,Si,Si,Si,4039.15,SAN JOAQUIN,625.7811758,San Joaquin,Si
-33.5381525,-70.5986151,120.0,200.0,5,2,Si,Si,Si,Si,2611.99,LA FLORIDA,622.8847266,Rojas Magallanes,Si
-33.5312962,-70.588938,139.0,142.0,3,2,Si,Si,Si,Si,4712.34,LA FLORIDA,622.7640022,Rojas Magallanes,Si
-33.46000638,-70.72160484,85.0,150.0,3,3,Si,Si,Si,Si,4981.62,ESTACION CENTRAL,620.3693843,Pajaritos,Si
-33.4142661,-70.5547491,190.0,350.0,4,3,,Si,Si,Si,11900.0,LAS CONDES,620.051469,Hernando de Magallanes,Si
-33.43296544,-70.66771984,59.0,93.0,3,2,Si,Si,Si,Si,3365.96,SANTIAGO,617.8315183,Cumming,Si
-33.587453,-70.585619,140.0,197.0,5,3,Si,Si,Si,Si,2302.0,PUENTE ALTO,617.6868543,Protectora de la Infancia,Si
-33.5693939,-70.5900655,75.0,80.0,4,1,Si,Si,Si,Si,2315.78,LA FLORIDA,617.6703187,Elisa Correa,Si
-33.4149494,-70.5668273,123.0,390.0,4,3,Si,Si,Si,Si,11400.0,LAS CONDES,617.6650504,Manquehue,Si
-33.4149494,-70.5668273,123.0,390.0,4,3,Si,Si,Si,Si,11400.0,LAS CONDES,617.6650504,Manquehue,Si
-33.43803,-70.579185,152.0,200.0,3,2,Si,Si,Si,Si,10200.0,NUNOA,617.3873339,Principe de Gales,Si
-33.449635,-70.600784,170.0,186.0,3,1,,Si,Si,Si,9100.0,NUNOA,617.0767213,Nunoa,Si
-33.4192002,-70.6619954,70.0,70.0,2,2,,Si,Si,Si,2995.0,INDEPENDENCIA,615.8567187,Hospitales,Si
-33.4594217,-70.5683521,101.0,111.0,4,2,,Si,Si,Si,5920.0,LA REINA,615.1552202,Los Orientales,Si
-33.541338,-70.596139,,187.0,2,2,Si,Si,Si,Si,4308.43,LA FLORIDA,613.2120025,Rojas Magallanes,Si
-33.5813877,-70.5864312,124.0,105.0,4,2,Si,Si,Si,Si,1817.62,PUENTE ALTO,612.077073,Hospital Sotero del Rio,Si
-33.520013,-70.6643519,93.0,341.0,2,1,Si,Si,Si,Si,4580.0,LA CISTERNA,608.4872752,Lo Ovalle,Si
-33.4835636,-70.5845485,81.0,142.0,3,2,Si,Si,Si,Si,6058.73,MACUL,606.3504829,Quilin,Si
-33.3600024,-70.6880577,89.0,137.0,4,2,Si,Si,Si,Si,3300.0,HUECHURABA,606.1596048,Los Libertadores,Si
-33.435176,-70.70798,93.0,191.0,3,2,No,No,No,No,1845.26,QUINTA NORMAL,605.362313,Blanqueado,Si
-33.48698239,-70.57436803,114.0,310.0,3,3,,Si,Si,Si,9980.0,PENALOLEN,603.8518505,Quilin,Si
-33.48698239,-70.57436803,114.0,310.0,3,3,Si,Si,Si,Si,9980.0,PENALOLEN,603.8518505,Quilin,Si
-33.5959403,-70.5754178,,130.0,4,3,Si,Si,Si,Si,1952.255,PUENTE ALTO,598.9965019,Las Mercedes,Si
-33.444681,-70.607816,,337.0,3,2,No,No,No,No,9300.0,PROVIDENCIA,598.0686332,Ines de Suarez,Si
-33.536322,-70.6585516,155.0,429.0,3,2,Si,Si,Si,Si,7270.48,LA CISTERNA,594.0019963,La Cisterna,Si
-33.4227957,-70.6593359,130.0,198.0,4,1,No,No,No,No,1815.11,INDEPENDENCIA,592.6005138,Hospitales,Si
-33.4932354,-70.6117573,60.0,135.0,5,1,Si,Si,Si,Si,5385.54,MACUL,592.5006502,Camino Agricola,Si
-33.4476086,-70.6151433,177.0,322.0,4,2,Si,Si,Si,Si,10500.0,PROVIDENCIA,591.985181,Monsenor Eyzaguirre,Si
-33.4616159,-70.7119034,122.0,180.0,3,1,Si,Si,Si,Si,3540.0,ESTACION CENTRAL,586.7435962,Pajaritos,Si
-33.4616159,-70.7119034,122.0,180.0,3,1,Si,Si,Si,Si,3540.0,ESTACION CENTRAL,586.7435962,Pajaritos,Si
-33.4321929,-70.6322006,170.0,170.0,4,2,Si,Si,Si,Si,8354.0,PROVIDENCIA,586.1529184,Baquedano,Si
-33.4400954,-70.6016247,150.0,400.0,4,3,,Si,Si,Si,15000.0,PROVIDENCIA,585.781767,Ines de Suarez,Si
-33.4251527,-70.6509101,65.0,65.0,3,2,Si,Si,Si,Si,2558.13,RECOLETA,584.2272854,Patronato,Si
-33.570736,-70.5895149,90.0,135.0,4,2,Si,Si,Si,Si,2150.0,PUENTE ALTO,577.2349159,Elisa Correa,Si
-33.4312587,-70.6316812,163.4,125.76,4,2,Si,Si,Si,Si,8062.0,PROVIDENCIA,576.7036529,Salvador,Si
-33.5330936,-70.6605861,195.0,306.0,3,3,Si,Si,Si,Si,8100.0,LA CISTERNA,573.4024954,La Cisterna,Si
-33.4320431,-70.6369146,125.0,279.0,4,1,,Si,Si,Si,5924.09,RECOLETA,572.6018544,Baquedano,Si
-33.4320431,-70.6369146,125.0,279.0,4,1,Si,Si,Si,Si,5924.09,RECOLETA,572.6018544,Baquedano,Si
-33.4320431,-70.6369146,125.0,279.0,4,1,Si,Si,Si,Si,5924.09,RECOLETA,572.6018544,Baquedano,Si
-33.4320431,-70.6369146,125.0,279.0,4,1,,Si,Si,Si,5930.96,RECOLETA,572.6018544,Baquedano,Si
-33.5062341,-70.6612977,110.0,140.0,4,3,Si,Si,Si,Si,8049.0,SAN MIGUEL,572.140613,Cuidad del Nino,Si
-33.5062341,-70.6612977,110.0,140.0,4,3,Si,Si,Si,Si,8049.0,SAN MIGUEL,572.140613,Cuidad del Nino,Si
-33.3836491,-70.6738891,70.0,220.0,3,1,Si,Si,Si,Si,3500.6,CONCHALI,567.4409927,Vivaceta,Si
-33.455073,-70.56534,92.0,279.0,3,2,Si,Si,Si,Si,8000.0,LA REINA,566.2403465,Plaza Egana,Si
-33.455073,-70.56534,92.0,279.0,3,2,Si,Si,Si,Si,8000.0,LA REINA,566.2403465,Plaza Egana,Si
-33.5961063,-70.5760004,104.0,130.0,4,3,Si,Si,Si,Si,1952.255,PUENTE ALTO,565.7563066,Las Mercedes,Si
